,date,mintemp,maxtemp,meantemp,minpres,maxpres,meanpres,maxhumi,minhumi,meanhumi,meanwdspd,maxdewpt,mindewpt,meandewpt,N_wd,NW_wd,W_wd,SW_wd,S_wd,SE_wd,E_wd,NE_wd,nocld,little,some,much,cloudy,rain
912,28.03.2015,9.0,25.0,17.18421052631579,758.2,762.0,759.6078947368421,66.0,19.0,35.28947368421053,4.7894736842105265,4.0,-2.0,0.42105263157894735,0,1,0,0,0,0,0,0,1,0,0,0,0,0
913,29.03.2015,6.0,24.0,15.395348837209303,757.7,763.5,760.8279069767442,71.0,19.0,44.116279069767444,2.7906976744186047,5.0,-1.0,2.116279069767442,1,1,1,1,1,1,1,1,1,0,0,0,0,0
914,30.03.2015,12.0,23.0,17.1,754.6,758.2,756.77,63.0,38.0,51.0,2.875,9.0,4.0,6.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0
915,31.03.2015,7.0,17.0,12.3,756.9,767.3,761.03,94.0,51.0,77.025,2.4,10.0,2.0,8.175,1,1,1,1,1,1,1,1,1,0,0,0,0,0
916,1.04.2015,5.0,27.0,14.007936507936508,754.6,768.9,762.7658730158731,94.0,12.0,54.54761904761905,3.111111111111111,9.0,-8.0,3.0396825396825395,1,1,1,1,1,1,1,1,1,0,0,0,0,0
917,2.04.2015,5.0,26.0,11.415929203539823,747.8,773.4,761.5185840707964,100.0,15.0,55.73451327433628,4.911504424778761,7.0,-6.0,1.345132743362832,1,0,0,0,0,0,0,0,1,0,0,0,0,0
918,3.04.2015,5.0,30.0,14.577981651376147,753.9,773.4,762.6798165137614,76.0,6.0,43.06422018348624,3.7247706422018347,7.0,-13.0,0.48623853211009177,1,0,0,0,0,0,0,0,1,0,0,0,0,0
919,4.04.2015,4.0,27.0,15.766990291262136,751.6,768.1,759.9097087378641,93.0,12.0,46.33009708737864,2.8155339805825244,8.0,-5.0,2.0388349514563107,1,1,1,1,1,1,1,1,1,0,0,0,0,0
920,5.04.2015,8.0,32.0,17.25,745.5,770.4,757.9830357142857,82.0,11.0,40.42857142857143,4.8125,11.0,-11.0,1.3928571428571428,1,1,0,0,0,0,0,0,1,0,0,0,0,0
921,6.04.2015,4.0,31.0,15.920353982300885,754.6,774.7,762.9681415929203,88.0,9.0,28.72566371681416,5.185840707964601,14.0,-17.0,-4.20353982300885,0,0,0,0,1,0,0,0,1,0,0,0,0,0
922,7.04.2015,0.0,28.0,15.945454545454545,750.1,776.2,760.990909090909,83.0,11.0,40.2,3.0454545454545454,16.0,-17.0,0.7636363636363637,1,1,1,1,1,1,1,1,1,0,0,0,0,0
923,8.04.2015,3.0,26.0,15.394495412844037,754.6,771.1,761.7385321100915,83.0,25.0,54.20183486238532,2.302752293577982,14.0,-6.0,5.743119266055046,1,1,1,1,1,1,1,1,1,0,0,0,0,0
924,9.04.2015,2.0,27.0,16.178571428571427,756.9,766.6,761.7160714285712,94.0,9.0,55.901785714285715,2.8125,15.0,-13.0,5.464285714285714,0,0,0,0,1,0,0,0,1,0,0,0,0,0
925,10.04.2015,5.0,21.0,13.857142857142858,762.0,766.6,764.2542857142857,93.0,18.0,57.68571428571428,2.2,8.0,-4.0,3.914285714285714,1,1,1,1,1,1,1,1,1,0,0,0,0,0
926,11.04.2015,9.0,19.0,14.30232558139535,763.5,768.9,764.8790697674419,94.0,40.0,66.11627906976744,3.9767441860465116,9.0,5.0,7.558139534883721,0,0,0,0,0,1,1,0,1,0,0,0,0,0
927,12.04.2015,5.0,11.0,7.725,765.8,773.4,769.4100000000001,93.0,34.0,51.175,7.65,7.0,-6.0,-2.275,1,0,0,0,0,0,0,1,1,0,0,0,0,0
928,13.04.2015,5.0,19.0,12.027777777777779,762.0,773.4,768.6666666666667,61.0,24.0,41.80555555555556,4.75,3.0,-4.0,-1.2222222222222223,1,0,0,0,0,0,0,0,1,0,0,0,0,0
929,14.04.2015,4.0,26.0,15.911764705882353,751.6,761.2,755.864705882353,93.0,12.0,47.029411764705884,2.7058823529411766,5.0,-5.0,1.3823529411764706,1,0,0,0,0,0,0,0,1,0,0,0,0,0
930,15.04.2015,8.0,24.0,17.105263157894736,745.5,754.6,750.0526315789471,82.0,15.0,44.36842105263158,4.894736842105263,9.0,-10.0,3.473684210526316,1,1,1,1,1,1,1,1,1,0,0,0,0,0
931,16.04.2015,12.0,21.0,16.92105263157895,755.4,760.5,758.2736842105264,23.0,9.0,14.026315789473685,8.131578947368421,-5.0,-17.0,-11.157894736842104,1,1,0,0,0,0,0,0,1,0,0,0,0,0
932,17.04.2015,6.0,26.0,16.942857142857143,754.6,757.7,756.5657142857144,71.0,15.0,35.114285714285714,2.7714285714285714,6.0,-5.0,-0.02857142857142857,1,1,1,1,1,1,1,1,1,0,0,0,0,0
933,18.04.2015,14.0,22.0,17.941176470588236,756.9,759.0,758.0294117647059,63.0,46.0,52.61764705882353,1.7352941176470589,11.0,5.0,7.970588235294118,1,1,1,1,1,1,1,1,1,0,0,0,0,0
934,19.04.2015,11.0,22.0,16.864864864864863,759.0,762.0,760.6,82.0,9.0,43.189189189189186,3.4594594594594597,11.0,-13.0,0.43243243243243246,1,0,0,0,0,0,0,0,1,0,0,0,0,0
935,20.04.2015,7.0,23.0,15.783783783783784,757.7,762.8,760.6621621621621,93.0,12.0,48.62162162162162,3.3783783783783785,8.0,-10.0,1.4864864864864864,0,0,0,1,1,0,0,0,1,0,0,0,0,0
936,21.04.2015,8.0,27.0,18.29268292682927,754.6,762.8,757.7560975609756,82.0,12.0,38.292682926829265,3.4146341463414633,7.0,-6.0,1.4146341463414633,1,1,1,1,1,1,1,1,1,0,0,0,0,0
937,22.04.2015,7.0,26.0,18.416666666666668,759.7,765.0,762.3583333333333,81.0,15.0,39.22222222222222,3.5,6.0,-3.0,2.2222222222222223,0,0,0,1,1,0,0,0,1,0,0,0,0,0
938,23.04.2015,12.0,30.0,20.0,759.0,766.6,760.8114285714286,72.0,6.0,34.97142857142857,2.8285714285714287,7.0,-13.0,0.8285714285714286,1,1,1,1,1,1,1,1,1,0,0,0,0,0
939,24.04.2015,7.0,27.0,19.28125,762.0,768.1,764.9968749999999,87.0,15.0,38.90625,3.0625,8.0,-3.0,2.125,0,0,0,1,1,0,0,0,1,0,0,0,0,0
940,25.04.2015,10.0,32.0,22.0,757.7,762.8,760.6666666666666,72.0,11.0,38.30555555555556,3.361111111111111,11.0,-2.0,4.444444444444445,1,0,0,0,0,0,0,0,1,0,0,0,0,0
941,26.04.2015,13.0,31.0,24.457142857142856,754.6,759.0,757.0285714285716,88.0,24.0,48.34285714285714,3.6857142857142855,14.0,8.0,11.628571428571428,0,0,0,0,1,0,0,0,1,0,0,0,0,0
942,27.04.2015,17.0,28.0,21.794871794871796,750.1,755.4,753.9025641025643,83.0,40.0,59.717948717948715,2.641025641025641,16.0,11.0,13.23076923076923,0,0,0,0,1,1,0,0,1,0,0,0,0,0
943,28.04.2015,16.0,26.0,20.37142857142857,754.6,760.5,757.7885714285713,83.0,39.0,60.51428571428571,2.2,14.0,10.0,11.971428571428572,1,0,0,0,0,0,0,0,1,0,0,0,0,0
944,29.04.2015,14.0,27.0,21.135135135135137,756.9,761.2,759.4891891891893,94.0,45.0,65.62162162162163,2.4864864864864864,15.0,13.0,13.837837837837839,0,0,0,0,1,0,0,0,1,0,0,0,0,0
945,30.04.2015,16.0,30.0,22.974358974358974,756.2,759.7,757.994871794872,88.0,33.0,60.76923076923077,2.923076923076923,16.0,12.0,14.179487179487179,0,0,0,0,0,1,0,0,1,0,0,0,0,0
946,1.05.2015,9.0,34.0,20.267123287671232,747.8,760.5,755.4897260273971,100.0,19.0,55.917808219178085,3.712328767123288,16.0,1.0,9.76027397260274,0,0,0,1,1,0,0,0,1,0,0,0,0,0
947,2.05.2015,12.0,30.0,20.267857142857142,744.0,759.0,753.5982142857143,94.0,25.0,53.089285714285715,2.767857142857143,14.0,3.0,9.357142857142858,1,1,1,1,1,1,1,1,1,0,0,0,0,0
948,3.05.2015,10.0,32.0,21.345454545454544,744.0,762.8,753.8636363636363,100.0,11.0,46.39090909090909,3.6272727272727274,15.0,-11.0,6.754545454545455,1,1,1,1,1,1,1,1,1,0,0,0,0,0
949,4.05.2015,12.0,33.0,22.627450980392158,751.6,764.3,756.9725490196079,78.0,12.0,31.735294117647058,4.333333333333333,16.0,-13.0,3.4019607843137254,0,0,0,1,1,0,0,0,1,0,0,0,0,0
950,5.05.2015,12.0,34.0,23.358490566037737,751.6,763.5,756.129245283019,73.0,10.0,36.009433962264154,3.1320754716981134,15.0,-7.0,6.047169811320755,1,1,1,1,1,1,1,1,1,0,0,0,0,0
951,6.05.2015,11.0,35.0,22.68,752.3,760.5,756.4559999999999,88.0,12.0,34.25,3.67,16.0,-11.0,3.92,0,0,0,0,1,0,0,0,1,0,0,0,0,0
952,7.05.2015,9.0,31.0,22.71,746.3,759.0,753.5199999999999,94.0,12.0,49.98,3.03,19.0,-5.0,10.54,0,0,0,0,1,1,0,0,1,0,0,0,0,0
953,8.05.2015,11.0,31.0,22.528846153846153,748.5,761.2,753.7230769230771,94.0,8.0,44.73076923076923,4.259615384615385,19.0,-13.0,7.576923076923077,0,0,0,0,0,1,0,0,1,0,0,0,0,0
954,9.05.2015,11.0,31.0,19.925925925925927,752.3,763.5,757.6999999999999,88.0,9.0,47.53703703703704,3.759259259259259,18.0,-14.0,6.212962962962963,1,1,1,1,1,1,1,1,1,0,0,0,0,0
955,10.05.2015,9.0,12.0,10.27027027027027,759.7,762.8,761.5135135135134,100.0,54.0,84.62162162162163,2.5675675675675675,9.0,3.0,7.513513513513513,0,0,0,0,0,0,1,0,1,0,0,0,0,0
956,11.05.2015,9.0,20.0,14.153846153846153,750.1,760.5,755.2615384615385,100.0,30.0,60.64102564102564,4.0256410256410255,9.0,1.0,5.358974358974359,1,1,1,1,1,1,1,1,1,0,0,0,0,0
957,12.05.2015,12.0,26.0,19.27777777777778,744.0,750.1,746.0833333333333,72.0,25.0,44.19444444444444,3.861111111111111,11.0,3.0,6.083333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0
958,13.05.2015,10.0,30.0,20.394736842105264,744.0,750.1,745.9289473684212,94.0,22.0,56.473684210526315,2.289473684210526,15.0,2.0,9.947368421052632,1,1,1,1,1,1,1,1,1,0,0,0,0,0
959,14.05.2015,17.0,27.0,22.5,751.6,759.0,755.436111111111,43.0,20.0,27.47222222222222,5.055555555555555,8.0,-1.0,2.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0
960,15.05.2015,17.0,26.0,22.02777777777778,759.0,763.5,760.5305555555556,56.0,18.0,31.805555555555557,3.4166666666666665,9.0,0.0,3.7222222222222223,1,1,1,1,1,1,1,1,1,0,0,0,0,0
961,16.05.2015,11.0,30.0,22.289473684210527,753.1,760.5,756.6289473684212,88.0,13.0,42.73684210526316,3.4210526315789473,12.0,-1.0,6.342105263157895,0,0,0,1,1,0,0,0,1,0,0,0,0,0
962,17.05.2015,18.0,27.0,22.742857142857144,746.3,753.1,749.0114285714284,94.0,51.0,67.57142857142857,2.4285714285714284,19.0,12.0,16.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
963,18.05.2015,18.0,28.0,23.62162162162162,748.5,753.9,751.154054054054,94.0,8.0,34.945945945945944,6.324324324324325,19.0,-13.0,2.081081081081081,0,1,1,0,0,0,0,0,1,0,0,0,0,0
964,19.05.2015,12.0,27.0,22.02857142857143,753.9,759.7,755.8114285714286,40.0,9.0,20.37142857142857,6.485714285714286,4.0,-14.0,-3.1142857142857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0
965,20.05.2015,12.0,30.0,23.805555555555557,759.0,763.5,760.925,58.0,13.0,27.75,4.416666666666667,6.0,-1.0,2.5555555555555554,1,1,0,0,0,0,0,0,1,0,0,0,0,0
966,21.05.2015,14.0,30.0,22.735294117647058,756.2,760.5,758.7323529411765,72.0,19.0,38.73529411764706,3.7058823529411766,9.0,3.0,6.794117647058823,0,0,0,1,1,0,0,0,1,0,0,0,0,0
967,22.05.2015,14.0,30.0,22.64864864864865,754.6,758.2,756.827027027027,72.0,25.0,44.513513513513516,2.054054054054054,11.0,7.0,9.08108108108108,1,1,1,1,1,1,1,1,1,0,0,0,0,0
968,23.05.2015,15.0,32.0,24.37142857142857,753.9,757.7,756.0114285714286,77.0,29.0,49.57142857142857,2.5428571428571427,15.0,11.0,12.457142857142857,0,0,0,0,0,1,1,0,1,0,0,0,0,0
969,24.05.2015,18.0,33.0,26.257142857142856,753.1,756.2,754.6485714285715,78.0,24.0,47.74285714285714,2.8,16.0,9.0,13.085714285714285,1,1,1,1,1,1,1,1,1,0,0,0,0,0
970,25.05.2015,19.0,34.0,27.91176470588235,752.3,755.4,754.0000000000001,73.0,26.0,43.470588235294116,3.3823529411764706,15.0,12.0,13.441176470588236,0,0,0,0,1,0,0,0,1,0,0,0,0,0
971,26.05.2015,21.0,35.0,28.482758620689655,752.3,755.4,753.962068965517,64.0,24.0,42.06896551724138,4.103448275862069,16.0,10.0,13.586206896551724,0,0,0,0,1,0,0,0,1,0,0,0,0,0
972,27.05.2015,21.0,31.0,26.833333333333332,751.6,755.4,753.5133333333337,69.0,35.0,49.43333333333333,3.2666666666666666,17.0,13.0,14.966666666666667,0,0,0,0,1,1,0,0,1,0,0,0,0,0
973,28.05.2015,21.0,31.0,26.181818181818183,751.6,753.9,752.7696969696968,69.0,38.0,52.75757575757576,3.393939393939394,18.0,13.0,15.484848484848484,0,0,0,0,0,1,0,0,1,0,0,0,0,0
974,29.05.2015,20.0,31.0,24.916666666666668,752.3,756.2,754.0333333333334,88.0,35.0,60.361111111111114,2.9166666666666665,18.0,13.0,16.13888888888889,1,1,1,1,1,1,1,1,1,0,0,0,0,0
975,30.05.2015,15.0,31.0,24.17241379310345,753.1,757.7,755.4862068965518,94.0,27.0,54.275862068965516,3.0689655172413794,17.0,9.0,13.068965517241379,0,0,0,0,1,1,0,0,1,0,0,0,0,0
976,31.05.2015,17.0,34.0,27.114285714285714,747.8,753.9,750.6628571428573,83.0,28.0,47.6,3.4285714285714284,16.0,12.0,14.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
977,1.06.2015,16.0,33.0,25.979166666666668,747.0,757.7,751.2416666666668,100.0,27.0,55.020833333333336,3.21875,21.0,8.0,15.322916666666666,1,1,1,1,1,1,1,1,1,0,0,0,0,0
978,2.06.2015,18.0,35.0,26.729411764705883,747.0,759.7,752.7988235294116,73.0,7.0,39.56470588235294,4.2823529411764705,18.0,-6.0,9.470588235294118,0,1,1,0,0,0,0,0,1,0,0,0,0,0
979,3.06.2015,16.0,33.0,25.01010101010101,749.3,761.2,755.9808080808082,94.0,9.0,55.91919191919192,3.191919191919192,20.0,-5.0,13.626262626262626,0,0,0,0,0,1,1,0,1,0,0,0,0,0
980,4.06.2015,17.0,32.0,23.584269662921347,750.8,756.9,754.3595505617977,94.0,33.0,64.76404494382022,2.3146067415730336,20.0,9.0,15.842696629213483,0,0,0,0,1,0,0,0,1,0,0,0,0,0
981,5.06.2015,15.0,32.0,24.204819277108435,747.0,756.9,751.3795180722891,100.0,27.0,65.96385542168674,2.1927710843373496,20.0,11.0,16.55421686746988,1,1,1,1,1,1,1,1,1,0,0,0,0,0
982,6.06.2015,17.0,34.0,24.88372093023256,749.3,753.9,751.6837209302328,94.0,28.0,62.97674418604651,2.941860465116279,22.0,9.0,16.476744186046513,1,0,0,0,0,0,0,0,1,0,0,0,0,0
983,7.06.2015,15.0,32.0,24.322222222222223,750.1,756.9,754.0622222222221,94.0,18.0,60.51111111111111,2.533333333333333,23.0,3.0,14.955555555555556,1,1,1,1,1,1,1,1,1,0,0,0,0,0
984,8.06.2015,14.0,33.0,26.21978021978022,750.8,756.2,754.0956043956044,94.0,16.0,47.59340659340659,3.197802197802198,23.0,4.0,12.340659340659341,1,1,1,1,1,1,1,1,1,0,0,0,0,0
985,9.06.2015,17.0,30.0,22.88372093023256,749.3,759.7,753.879069767442,94.0,26.0,66.30232558139535,2.686046511627907,22.0,6.0,15.523255813953488,1,1,1,1,1,1,1,1,1,0,0,0,0,0
986,10.06.2015,18.0,24.0,20.82857142857143,747.8,753.1,750.1314285714284,94.0,69.0,82.45714285714286,2.2857142857142856,19.0,16.0,17.685714285714287,1,1,1,1,1,1,1,1,1,0,0,0,0,0
987,11.06.2015,16.0,30.0,23.125,747.0,749.3,748.01875,100.0,27.0,55.59375,5.03125,16.0,8.0,11.84375,1,1,0,0,0,0,0,0,1,0,0,0,0,0
988,12.06.2015,18.0,29.0,24.633333333333333,747.0,749.3,748.1533333333332,73.0,29.0,42.13333333333333,6.2,13.0,8.0,10.533333333333333,0,1,1,0,0,0,0,0,1,0,0,0,0,0
989,13.06.2015,18.0,29.0,22.96969696969697,749.3,756.9,753.2303030303029,94.0,42.0,66.18181818181819,3.757575757575758,18.0,12.0,15.696969696969697,1,0,0,0,0,0,0,0,1,0,0,0,0,0
990,14.06.2015,17.0,32.0,25.620689655172413,754.6,756.9,756.1000000000001,94.0,33.0,57.03448275862069,2.2413793103448274,17.0,13.0,15.310344827586206,1,1,1,1,1,1,1,1,1,0,0,0,0,0
991,15.06.2015,21.0,32.0,26.0,753.1,756.9,755.2,83.0,33.0,57.4,2.64,18.0,14.0,16.28,1,1,1,1,1,1,1,1,1,0,0,0,0,0
992,16.06.2015,21.0,34.0,26.666666666666668,750.8,753.9,752.723333333333,83.0,28.0,58.63333333333333,2.566666666666667,20.0,13.0,17.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
993,17.06.2015,20.0,32.0,26.129032258064516,750.1,754.6,751.890322580645,88.0,36.0,61.38709677419355,2.838709677419355,21.0,15.0,17.548387096774192,1,0,0,0,0,0,0,0,1,0,0,0,0,0
994,18.06.2015,19.0,33.0,27.5,752.3,756.2,754.406666666667,94.0,17.0,37.166666666666664,3.5,18.0,4.0,9.066666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0
995,19.06.2015,17.0,27.0,20.807692307692307,754.6,759.7,757.5423076923076,94.0,26.0,70.26923076923077,2.4615384615384617,17.0,6.0,14.615384615384615,1,1,1,1,1,1,1,1,1,0,0,0,0,0
996,20.06.2015,16.0,31.0,23.96153846153846,756.9,759.7,758.5846153846155,94.0,35.0,60.30769230769231,2.3461538461538463,16.0,13.0,14.692307692307692,1,0,0,0,0,0,0,0,1,0,0,0,0,0
997,21.06.2015,20.0,32.0,26.642857142857142,753.9,757.7,756.0464285714288,83.0,31.0,51.964285714285715,2.25,18.0,13.0,15.214285714285714,1,1,1,1,1,1,1,1,1,0,0,0,0,0
998,22.06.2015,22.0,31.0,26.681818181818183,753.1,755.4,754.1727272727272,73.0,38.0,53.95454545454545,2.727272727272727,18.0,14.0,16.318181818181817,0,0,0,0,1,1,0,0,1,0,0,0,0,0
999,23.06.2015,23.0,31.0,26.939393939393938,753.9,756.2,755.169696969697,78.0,43.0,61.78787878787879,2.8484848484848486,20.0,17.0,18.727272727272727,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1000,24.06.2015,23.0,27.0,25.23076923076923,753.1,754.6,753.980769230769,78.0,58.0,67.3076923076923,2.423076923076923,20.0,17.0,18.73076923076923,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1001,25.06.2015,22.0,27.0,24.695652173913043,749.3,753.1,750.986956521739,83.0,58.0,70.6086956521739,1.6521739130434783,20.0,18.0,18.91304347826087,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1002,26.06.2015,21.0,28.0,24.136363636363637,749.3,751.6,750.3818181818183,94.0,66.0,80.63636363636364,2.090909090909091,22.0,19.0,20.40909090909091,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1003,27.06.2015,21.0,29.0,24.73913043478261,751.6,755.4,753.6956521739129,94.0,66.0,79.26086956521739,1.6956521739130435,23.0,19.0,20.73913043478261,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1004,28.06.2015,24.0,31.0,27.583333333333332,752.3,756.2,754.4458333333333,83.0,59.0,70.75,2.8333333333333335,23.0,19.0,21.708333333333332,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1005,29.06.2015,19.0,26.0,22.26086956521739,752.3,756.9,754.1913043478258,94.0,79.0,85.73913043478261,2.0434782608695654,22.0,17.0,19.695652173913043,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1006,30.06.2015,18.0,28.0,22.333333333333332,747.8,756.2,752.2458333333334,88.0,40.0,67.375,3.8333333333333335,18.0,13.0,15.458333333333334,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1007,1.07.2015,17.0,35.0,26.03472222222222,747.0,757.7,753.8277777777779,100.0,27.0,72.58333333333333,2.1805555555555554,24.0,10.0,20.07638888888889,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1008,2.07.2015,16.0,39.0,27.18,746.3,754.6,751.4910000000002,100.0,17.0,63.16,2.33,24.0,6.0,18.25,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1009,3.07.2015,17.0,40.0,27.980582524271846,747.0,757.7,752.5116504854367,100.0,20.0,56.58252427184466,2.2135922330097086,25.0,9.0,16.54368932038835,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1010,4.07.2015,19.0,36.0,26.428571428571427,749.3,758.2,753.6865546218487,94.0,27.0,60.60504201680672,2.546218487394958,23.0,10.0,17.294117647058822,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1011,5.07.2015,17.0,34.0,26.375,749.3,758.2,754.1928571428573,94.0,33.0,61.151785714285715,2.3214285714285716,24.0,12.0,17.633928571428573,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1012,6.07.2015,19.0,35.0,26.455357142857142,750.1,759.0,755.0491071428571,94.0,35.0,68.96428571428571,2.6160714285714284,24.0,13.0,19.732142857142858,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1013,7.07.2015,20.0,34.0,26.5,750.8,758.2,755.1463636363635,100.0,36.0,68.37272727272727,2.609090909090909,26.0,15.0,19.672727272727272,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1014,8.07.2015,20.0,34.0,25.889830508474578,750.8,759.0,754.6669491525423,100.0,41.0,76.88983050847457,2.1864406779661016,24.0,16.0,21.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1015,9.07.2015,21.0,33.0,26.491525423728813,749.3,760.5,755.5644067796611,100.0,31.0,73.45762711864407,2.1186440677966103,27.0,13.0,20.627118644067796,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1016,10.07.2015,23.0,33.0,28.102564102564102,755.4,759.7,757.8897435897435,83.0,38.0,56.15384615384615,3.0,20.0,15.0,18.102564102564102,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1017,11.07.2015,23.0,35.0,28.923076923076923,753.1,757.7,755.3512820512824,83.0,36.0,58.87179487179487,2.0256410256410255,21.0,17.0,19.53846153846154,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1018,12.07.2015,23.0,39.0,30.0,746.3,753.1,749.697222222222,89.0,26.0,58.55555555555556,1.8611111111111112,21.0,14.0,19.97222222222222,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1019,13.07.2015,24.0,40.0,32.88235294117647,747.0,750.1,748.1794117647058,83.0,20.0,41.705882352941174,2.5294117647058822,22.0,12.0,16.029411764705884,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1020,14.07.2015,24.0,36.0,30.205128205128204,750.1,753.9,752.4717948717946,83.0,27.0,47.666666666666664,3.8205128205128207,21.0,14.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1021,15.07.2015,24.0,30.0,27.615384615384617,753.1,755.4,754.0615384615385,65.0,42.0,52.87179487179487,2.7435897435897436,19.0,14.0,17.025641025641026,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1022,16.07.2015,21.0,28.0,23.916666666666668,754.6,756.2,755.5555555555555,94.0,55.0,77.44444444444444,4.388888888888889,20.0,18.0,19.583333333333332,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1023,17.07.2015,22.0,28.0,23.87878787878788,753.9,756.2,755.4272727272728,89.0,58.0,77.3030303030303,2.484848484848485,21.0,18.0,19.545454545454547,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1024,18.07.2015,20.0,28.0,23.53846153846154,753.9,756.2,754.779487179487,100.0,62.0,85.64102564102564,2.1538461538461537,22.0,20.0,20.82051282051282,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1025,19.07.2015,21.0,28.0,23.38095238095238,755.4,756.9,755.9714285714286,100.0,70.0,90.0952380952381,1.9761904761904763,23.0,21.0,21.571428571428573,1,1,1,1,1,1,1,1,0,0,1,1,0,1
1026,20.07.2015,22.0,29.0,25.390243902439025,753.9,756.9,755.5170731707317,100.0,62.0,83.09756097560975,2.2439024390243905,23.0,21.0,22.146341463414632,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1027,21.07.2015,23.0,30.0,25.4,751.6,755.4,753.9475,94.0,66.0,84.825,2.225,24.0,21.0,22.55,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1028,22.07.2015,21.0,30.0,25.54054054054054,751.6,754.6,753.1135135135136,100.0,59.0,81.72972972972973,2.2432432432432434,24.0,19.0,21.89189189189189,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1029,23.07.2015,23.0,31.0,25.6875,751.6,754.6,752.965625,100.0,55.0,85.65625,1.40625,25.0,21.0,22.84375,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1030,24.07.2015,23.0,34.0,26.4,749.3,752.3,751.1800000000001,94.0,38.0,75.5,1.875,23.0,17.0,21.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1031,25.07.2015,22.0,34.0,27.636363636363637,749.3,751.6,750.4939393939394,94.0,47.0,72.0,1.9393939393939394,24.0,20.0,21.666666666666668,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1032,26.07.2015,24.0,35.0,29.41025641025641,750.1,753.1,751.9846153846153,94.0,47.0,71.38461538461539,1.4871794871794872,24.0,21.0,23.358974358974358,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1033,27.07.2015,23.0,34.0,28.416666666666668,750.8,754.6,753.0444444444444,100.0,53.0,74.63888888888889,2.7222222222222223,26.0,21.0,23.194444444444443,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1034,28.07.2015,23.0,31.0,26.372093023255815,750.8,753.9,752.1395348837209,100.0,55.0,82.93023255813954,1.697674418604651,24.0,21.0,22.953488372093023,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1035,29.07.2015,25.0,32.0,28.37142857142857,749.3,752.3,750.7371428571428,94.0,67.0,80.14285714285714,1.8285714285714285,27.0,22.0,24.514285714285716,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1036,30.07.2015,21.0,28.0,24.35,750.8,755.4,753.2625,100.0,74.0,86.95,2.375,23.0,20.0,21.95,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1037,31.07.2015,21.0,30.0,25.575,754.6,756.2,755.64,100.0,58.0,79.475,2.05,23.0,20.0,21.425,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1038,1.08.2015,18.0,35.0,25.042424242424243,752.3,759.7,756.1806060606061,100.0,30.0,75.56969696969696,1.9515151515151514,24.0,13.0,19.715151515151515,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1039,2.08.2015,21.0,36.0,26.68103448275862,750.1,756.2,753.446551724138,100.0,32.0,73.34482758620689,2.3706896551724137,25.0,16.0,20.913793103448278,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1040,3.08.2015,20.0,35.0,25.31782945736434,750.1,758.2,753.8503875968993,100.0,42.0,76.76744186046511,2.4031007751937983,25.0,14.0,20.697674418604652,1,1,1,1,1,1,1,1,1,0,0,0,0,0
